source_role,category,table_name,table_id,field_count,view_count,form_count,sample_fields,views,forms
working table,DOE / declaration,✅A2-133高一学员DOE挑战宣告 Form,tbluOTOdgsZLfEU1,8,3,0,学员名字; 教练名字; 事业【结果】; 【1】家庭收; 家庭 1数据; 家庭反应收的原因是什么?; 报告标题; 事业数据,Grid; 135高阶一学员DOE挑战; vew3xYf1z2,
derived/reporting table,Scoring / grading,135【分数机制】,tblTQQAKXBGjwoj2,9,1,0,战队; 自动化 副本; 自动化_; Buddy分数机制-分数; 自动化; 个人分数机制; 个人分数机制-分数; Buddy分数机制; 战队-分数,135【分数机制】,
derived/reporting table,Reporting / result,135_Summary 分数机制,tblj7kJ4wNHn6Emg,22,1,0,教练; 海星【基础进课室】; 总分数; 第四周【事，家，海】; 第九周【事，家，海】; 第一周【事，家，海】; 战队; 第十二周【事，家，海】; 职位; 华语名字; 第七周【事，家，海】; 【B+战】总和; 第八周【事，家，海】; 第二周【事，家，海】; 第三周【事，家，海】; 第五周【事，家，海】; 海星1颗3C-5分; 第六周【事，家，海】 副本; 华语名字_; 第十周【事，家，海】,Summary,
derived/reporting table,Scoring / grading,135.3-分数计算【Buddy+战队】,tblX7me9CxmxGNZ2,29,5,0,138基础已进课室; .; 【】家庭（3对）; 【100】全员完成周计划表星期日10pm之前; 【5】个人每日跟教练完成电话总结; 华语名字; 【50】全员每日宣告10am之前发上来; 137基础已进课室; 【50】海星进课室3班; 战队; 教练; 【20】最快完成社服2+2的战队（total）; 【30】最快完成当周（第二周）6颗海星宣告的战队; 【100】出席任何活动全员准时的战队（准时的定义-提早5分钟到场）; 【20】战队每日早餐10am之前发上来; 海星宣告; 136基础已进课室; Buddy; 【】海星（3对）; 【每周】第三,BUDDY+战队; 战队; 4896战队; 梦想起航战队; 西装暴徒战队,
derived/reporting table,Scoring / grading,135.2-分数计算【个人】,tblibaDwQJMyWpzv,96,2,0,【社2】分数_; 社服【结果10】; 【总数】第5周; 教练; 社服【结果12】; 社服【结果】; 【家10】分数_; 【社8】分数_; 【社11】分数_; 【事2】分数; 【社12】分数_; 【事3】分数; 【总数】第12周; 【总数】第一周; 战队 (1); 事业【第9周】; 【社7】分数_; 社服【第2周%】; 社服【结果11】; 家庭【第7周%】,H.总; 【第一-第四】,
working table,Working / data entry,感召Form,tblc0FPOsH7LMoas,6,4,0,日期; 教练; 学员; 感召金【结果】; 附件【upload】; Total 【求和】,教练小组; 教练小组。。; 135感召金Form; .总,
working table,Other,感召（个人）,tblmyims2Kr21h6o,6,4,0,教练; ✅; 文本 2; 华语名字; TOTAL {结果}; 文本,表格; 0-100; Form; 表格 3(dashboard_view),
working table,DOE / declaration,✅B1.1_135 【DOE数据】,tblTBkwEA2UPdkQI,64,15,0,职位; 事业1-八仙率占比; 非CP; 事业4总宣告; 家庭对象3; 事业3八仙率占比; .137基础确认; 基础报读Mark有约; 事业2（数据）; 学员账号; 学员名字.; 海星138.高阶二已进课室 副本; Buddy; .137基础已进课室; 社服总完成; 海星137.高阶二已进课室; 家庭愿景; 事业3 （数据）; MYCP【确认当班】; 事业4八仙率占比,Summary_数据库; 结果; 4896战队; 梦想起航战队; 西装爆图战队; 事业部门_; 家庭部门; 海星部门; 海星部门_基础确认; 社服部门,
working table,DOE / declaration,✅B2.2_135【DOE填or修改数据】,tbllQXvpBaQ8hXWv,46,11,0,家庭【1】对象 （当日完成，请填数字：1）; 【家2书面】:反应书面总结分享; 【社服温暖给予照片】; 【家1验收】验收（教练）; 【事1宣告】事业1总宣告; 战队_; 【家3结果】家庭反应目前结果 副本; 【家2验收】验收（教练）; 社服【结果】（不可修改）; 【家1书面】:反应书面总结分享; 【事1结果】事业1-结果; 第几个周; 【社服书面总结】; 【家3验收】验收（教练）; 【事业备注】; 创造人; 非CP【结果】（不可修改）; 【事4结果】事业4-结果; 【社服结果-1】; 【看事2结果%】目前事业2结果%（不能修改）,B2.0_135每日DOE报告; 135-总.DOE【改】; 【事业支柱】; Grid 9; 【家庭支柱】 副本; 【家庭支柱】; 【社服支柱】; 教练验收结果（红色格子）; Happy基地--总.DOE【结果】; 梦想启航,
working table,Profile / roster,✅B3.1-【海星名单or位置】,tbliK8gEb5Ft09eW,34,10,0,"英文名字; 客户等级备注; 基础问卷; 基础确认期别; 高阶一已进课室; 记录【3】; 记录【1】; 膳食费用; 定金; 记录【4】; 高阶一离开 (A,B,C,D); 字段 5; 字段 2; 基础学费; 华语名字; 余款; 记录【5】; 记录【2】; 高阶二已进课室 (A,B,C,D); 酒店费用",1.确认当班名单; 2.待确认当班名单; 3.不当班-名单; 4.健康不通过-名单; 【记录】团队数据; 【基础】已进课室; 【高一】已进课室; 【外】团队数据; 【高二】已进课室; Agnes,
working table,Other,✅B3.2 【137 进阶进度】,tblxU1Z4QDN00Sik,15,1,0,"情报; SourceID; 高阶二1 Call Status (A,B,C,D); 字段 1; EMO 华语名字; 全报; 高阶二确认期别 (A,B,C,D); 高阶二确认当班 (A,B,C,D); 高阶二1call  (A,B,C,D); 高阶 - 全款/订金; 基础 - 全款/订金; 高阶一确认当班 (A,B,C,D); 结果期别; 高阶二卓越宣言表  (A,B,C,D); 基础已进课室+英文名字",135团队高一,
working table,DOE / declaration,✅B4.1_【每日宣告 or 每日总结】,tblCC8ozP6JwZGjj,31,23,0,"战队; 修改人; 5.社服宣告 My Service Declaration; 教练; 创造日期; 第几周; 3.家庭宣告 My Family Declaration; 8.Buddy 宣告 Buddy Decalation; 7.团队宣告 Team Declaration; 6.支柱队长宣告 Pillar Leader Declaration; 汇报今天完成的结果（事，家，海，社，团队，支柱，buddy）Report on today's achievements (tasks, family, sea, community, team, pillar, buddy).; 135家庭成员Family Member; 2.事业宣告 My Career Declaration; 9.今天要运用在4+5+6; 总结书面; 创造人; 6.【24小时要发生的结果 Have】; 10.【总结】总结书面（可以upload2个以上）; 5.【我新的决定 Be 4+5+6】5. My new decision: Be 4+5+6; 2.诚实：这个结果我怎么弄的（Do）2. Honesty: How did I get this result? (Do)",135每日宣告/总结📅日期：Form; 梦想启航宣告; 梦想启航晚上总结; 西装暴徒宣告; 西装暴徒总结; 4896宣告; 4896 总结; 【🔅每日宣告】; 【🌙每日总结】; 当天【🌙.每日宣告_Sheet】,
working table,Working / data entry,✅B5.1-【周计划表】,tbl0MAAo6o1mYpsd,54,8,0,教练; 【家1】2.干扰出现-（怎么如何排除）【Family1】 2. Interference occurs - (How to eliminate it); B2-对象1家庭检测点（每一天的预计铺排）; 【家1】方案4//行动4 【Family1】 Plan 4 // Action 4; 【家2】5.干扰出现-（怎么如何排除） 【Family2】 5. Interference occurs - (How to eliminate it); 战队; 【海1】我和他/她的位置【倒三角】; 【家1】方案3//行动3 【Family1】 Plan 3 // Action 3; 【家1】方案5//行动5 【Family】 Plan 5 // Action 5; 135华语名字; 【事】2.干扰出现--（怎么如何排除）【Career】 1. Interference occurs - (How to eliminate it); 第几周; 【海1】星期几约他+时间+地址; 【家1】1.干扰出现-（怎么如何排除） 【Family1】 1. Interference occurs - (How to eliminate it); 【家1&2】心态3 【Family 1 & 2】Mindset 3; B.1.0【家庭】对象1; 【家1】5.干扰出现-（怎么如何排除）【Family1】 5. Interference occurs - (How to eliminate it); 【事】5.干扰出现--（怎么如何排除）【Career】 1. Interference occurs - (How to eliminate it); 【家2】3.干扰出现-（怎么如何排除）【Family2】 3. Interference occurs - (How to eliminate it); 【事】方案2//行动2 【Career】 Plan 1 // Action 1,KLCP DOE Weekly Plan; 周计划表; 【学员】周计划; 周计划表Grid; 梦想启航; 日历; vewcrgiBck; Grid 4,
working table,DOE / declaration,🔅【事业_1】个人每周事业数据 (NEW),tblTNmSo38YLe7FK,101,3,0,事业4 - 第6周 完成%; 总完成%; 事业1 - 第7周（数据）; 事业4 - 第9周 完成%; 事业1 - 第2周（数据）; 事业2总宣告; 事业1 - 第11周 完成%; 事业2 - 第6周 完成%; 事业3 - 第9周 完成%; 事业1 - 第3周 完成%; 事业1 - 第12周 完成%; 事业1 - 第1周（数据）; 事业3 - 第9周（数据）; 事业1 - 第10周 完成%; 第7周进展%; 事业4- 第5周 完成%; 第10周进展%; 事业4 - 第8周 完成%; 事业4- 第7周 完成%; 事业1 - 第9周 完成%,【事业】第一周-第10周; vewnqGLJTM; 事业 周 总结果,
derived/reporting table,Scoring / grading,分数标准,tbljZKJxvG3MErLy,4,1,0,复选框; 文本; Parent items; 文本 2,表格,
derived/reporting table,Scoring / grading,01-ABC教练Grade,tblkzk3nITXGX223,66,10,0,A7.小组毕业率【分数】; 学员全员毕业【教练路】; 高阶一【总人数】; 结束时间【高三-四】; 当教练【计算%】; 毕业分数【分数】; 高阶一当班; 开始时间【高三-四】; A2.【高阶二小组 进阶率-当班求和】; A10.教练【家庭】位置; 当教练【结果】; 【分数机制】 教练宣告小组; 小组总人数; A8.小组3大支柱; 【分数标准】高阶二进阶当班 分数计算; 【分数标准】指引部门; 高阶四天数; 【分数标准】学员Grade; Grade 位置; A6.Mark有约,教练GradeABC; 高一&高二进阶; 指引录音; 教练合作度+工作坊+Mark有约; 小组毕业+学员GradeABC+教练小组宣告; 教练DOE分数; 教练GradeABC 【结果】; Google; 表格 4(dashboard_view); 表格 4(dashboard_view) 副本,
legacy/archive table,Scoring / grading,01-ABC教练Grade 副本,tblFxWcYBOYYf3R8,66,8,0,当教练【计算%】; 学员Grade【高阶四】; 教练【家庭1】; 基础【总人数】; A1.【高阶一小组 进阶率- 当班求和】; 当教练【结果】; Grade 位置; 小组总人数; 高阶一当班; 学员全员毕业【教练路】; 付出期别; A11.小组宣告教练之路; A10.教练【家庭】位置; A3.【录音-高四公式】; 分数机制; A8.小组3大支柱; A7.小组毕业率【分数】; 高阶三天数; A4.教练合作度; 【分数标准】指引部门,教练GradeABC; 高一&高二进阶; 指引录音; 教练合作度+工作坊+Mark有约; 小组毕业+学员GradeABC+教练小组宣告; 教练DOE分数; 教练GradeABC 【结果】; Google,
derived/reporting table,DOE / declaration,02-学员DOE ABC,tblHxuYs1tY4YwMN,53,7,0,进课室 【团队】【总宣告】; C.【事业总%】; .136确认当班; 学员状态; 现行人数【团】【结果】; B.【团】进阶率-高阶二进课室【总数】; 137进课室; C3.社服; B.进阶百分比; 【总数】进课室; 家庭宣告【高阶三】; 家庭【%】; C2. 家庭1【结果】; 【个四】Grade Catogary; 教练; 文本; C3.社服 非CP; 【高三】Grade Catogary; 大型社服【赢】; 【赢】海星总宣告【赢】,学员ABC; 结果Grade; 学员ABC 【Grade位置】; 团队结果【keyin】; DOE结果【auto】; 表格 5(dashboard_view); 画册(dashboard_view),
working table,Other,02.1-团队,tblBTbIpau82oThb,15,1,0,136进阶率【学员】; 138基础【学员】; 基础报读Mark有约; 当班【结果】; 文本; 【教】海星 总数; 现行当班人数; 【学】海星 总数; 137进阶率【学员】; 136基础【学员】; 138进阶率【学员】; 【总数】进阶率; 137基础【学员】; 【教&学】总数; 海星总宣告,表格,
legacy/archive table,Other,03-录音【copy】,tbl5AbqJUhkNjk6n,9,1,0,total加起来; 结果; 平均_1; 教练; 分数; 指引; 学员; 现在天数; Total ,表格,
derived/reporting table,Reporting / result,✅✅135-WHOLE-MASTERLIST【基础-高四】,tblFmsBfzOyzYshh,19,1,0,"高阶一已进课室人数; 基础离开; EMO 华语名字; 【报到】高阶一几点到; 结果期别; 全报; 高阶二已进课室人数; 华语名字; 基础已进课室（KLCP); SourceID; 高阶一教练; 高阶二已进课室 (A,B,C,D); 基础已进课室人数; 基础阶段教练; 【报到】高阶二几点到; 高阶一离开 (A,B,C,D); 高阶二教练; 高阶一已进课室; 基础已进课室+英文名字",❌Whole Masterlist(不能删&不能动任何东西）,
working table,Backlog / legacy / lifecycle,团队进阶高阶二守则后,tbl5PKGYZYeDyIUW,14,1,0,"全报; SourceID; 高阶二已进课室 (A,B,C,D); EMO期别; 基础已进课室（KLCP); 结果期别; 华语名字; 基础已进课室+英文名字; 高阶一已进课室; 字段 1; 字段 2; EMO 华语名字; 高阶二已进课室人数; 基础已进课室人数",表格,
